match_id,news_id,name,team1,team2,news_name,news_body,input_SumRes_1,SumRes_1,input_SumRes_2,SumRes_2,input_SumRes_main,SumRes_main
481911,145121370,Россия. Премьер-лига,Спартак,Зенит,«Спартак» делит с «Аланией» третье место по количеству пропущенных мячей в премьер-лиге,«Спартак» делит с «Аланией» третье место по количеству пропущенных мячей в премьер-лиге после матча 18-го тура с «Зенитом» (2:4). Московский и владикавказский клубы пропустили по 30 мячей. Больше пропущенных мячей только у «Крыльев Советов» (34) и «Мордовии» (38). Таблица премьер-лиги,"21 минута. гол!!! Хааааалк!!! 0:1!! Дикань не справился с мощным выстрелом бразильца - его дезориентировал небольшой рикошет от ноги защитника. И мяч от рук кипера предательски заполз за линию ворот. 27 минута. гол!!! Это Дзюба!!! 1:1!!! Со второго этажа уложил мяч прямо в угол!! Комбаров Дмитрий сделал отличный мягкий навес, а Алвеш и Янбаев вдвоем не смогли навязать внятной борьбы форварду. 32 минута. Файзулин не сможет продолжить матч. Вместо него Быстров. 41 минута. гол!!! Витцель!!! 1:2!! Шикарный дальний удар низом удался бельгийцу! Никто не встретил бельгийца, и тот воспользовался ситуацией и положил мяч в самый угол. Первый гол Акселя за ""Зенит"". 44 минута. Данни отловил удар в голень от Кирилла Комбарова. Прямой ногой пошел спартаковец. 64 минута. Пареха совершает прыжок двумя ногами против Денисова. Желтая карточка. 65 минута. Керж выходит на поле. Вместо Халка. 67 минута. И ""Спартак"" использует замену. Айрон Эйден is back!! Вместо Ананидзе. 69 минута. Пареха! Удаление!! Снова об Кержакова! Здесь все четко. Керж подхватил мяч после ошибкит защитника, прокинул мяч мимо Парехи, тому оставалось лишь фолить. Вторая желтая и до свидания! 71 минута. Витцель!!!! гол!!! 1:3!! А вот тут Дикань ошибся. Губочан выдал прекрасный кросс в штрафную, защита хозяев ошиблась с офсайдом, и бельгиец пробил во вратаря, а мяч от его рук влетел в ворота. 72 минута. Вместо Чельстрема выходит Инсаурральде. 79 минута. Шиииииирокооооооов!! Гениальный удар в верхний угол! 1:4! Очередная ошибка защиты ""Спартака"", и Широков, не разыгрывая умных комбинаций, бьет мягко в верхний угол. И попадает впритирку со штангой! 82 минута. Широков фолит на Эменике. Желтая карточка. 82 минута. гол!!! Эменике!! 2:4! Очень точно и несильно подрезал в дальний угол головой при полном попустительстве обороны ""Зенита"". Красивый гол. 83 минута. И его тут же меняют. Костя Зырянов появляется. 90 минута. Кариока получает карточку за откидку мяча. После того, как Эменике завалил Зырянова. 90 минута. ""Спартак"" предъявляет претензии Карасеву, и Эменике тоже хватает карточку. 90 минута. Красная Инсаурральде! Прямая! Очень резко пошел в подкат против Быстрова. К тому же сзади. В общем, тоже по делу.",«Спартак» – «Зенит» – 1:4. Широков поставил точку в матче & Сегодня в рамках 5-го тура чемпионата России «Спартак» разгромил «Зенит» (4:1). Sports.ru провел онлайн-трансляцию матча «Спартак» – «Зенит». Таблица премьер-лиги Статистика премьер-лиги,"21 минута. гол!!! Хааааалк!!! 0:1!! Дикань не справился с мощным выстрелом бразильца - его дезориентировал небольшой рикошет от ноги защитника. И мяч от рук кипера предательски заполз за линию ворот. 27 минута. гол!!! Это Дзюба!!! 1:1!!! Со второго этажа уложил мяч прямо в угол!! Комбаров Дмитрий сделал отличный мягкий навес, а Алвеш и Янбаев вдвоем не смогли навязать внятной борьбы форварду. 32 минута. Файзулин не сможет продолжить матч. Вместо него Быстров. 41 минута. гол!!! Витцель!!! 1:2!! Шикарный дальний удар низом удался бельгийцу! Никто не встретил бельгийца, и тот воспользовался ситуацией и положил мяч в самый угол. Первый гол Акселя за ""Зенит"". 44 минута. Данни отловил удар в голень от Кирилла Комбарова. Прямой ногой пошел спартаковец. 64 минута. Пареха совершает прыжок двумя ногами против Денисова. Желтая карточка. 65 минута. Керж выходит на поле. Вместо Халка. 67 минута. И ""Спартак"" использует замену. Айрон Эйден is back!! Вместо Ананидзе. 69 минута. Пареха! Удаление!! Снова об Кержакова! Здесь все четко. Керж подхватил мяч после ошибкит защитника, прокинул мяч мимо Парехи, тому оставалось лишь фолить. Вторая желтая и до свидания! 71 минута. Витцель!!!! гол!!! 1:3!! А вот тут Дикань ошибся. Губочан выдал прекрасный кросс в штрафную, защита хозяев ошиблась с офсайдом, и бельгиец пробил во вратаря, а мяч от его рук влетел в ворота. 72 минута. Вместо Чельстрема выходит Инсаурральде. 79 минута. Шиииииирокооооооов!! Гениальный удар в верхний угол! 1:4! Очередная ошибка защиты ""Спартака"", и Широков, не разыгрывая умных комбинаций, бьет мягко в верхний угол. И попадает впритирку со штангой! 82 минута. Широков фолит на Эменике. Желтая карточка. 82 минута. гол!!! Эменике!! 2:4! Очень точно и несильно подрезал в дальний угол головой при полном попустительстве обороны ""Зенита"". Красивый гол. 83 минута. И его тут же меняют. Костя Зырянов появляется. 90 минута. Кариока получает карточку за откидку мяча. После того, как Эменике завалил Зырянова. 90 минута. ""Спартак"" предъявляет претензии Карасеву, и Эменике тоже хватает карточку. 90 минута. Красная Инсаурральде! Прямая! Очень резко пошел в подкат против Быстрова. К тому же сзади. В общем, тоже по делу. 90 минута. И все. Бесславно для ""Спартака"" заканчивается этот матч. 2:4 и два удаления. 90 минута. Карпин отмечает, что мотивация перед матчем у команды была даже повышенная. 90 минута. Перебор карточек Валерий Георгиевич также объясняет слишком большим желанием и расстройством из-за результата. 90 минута. Футбол получился зрелищный, атакующие действия обеих команд порадовали. Чего нельзя сказать про оборону. Воздух ""Зенитом"" был проигран почти вчистую. Но одной лишь внятной игры на втором этаже ""Спартаку"" для победы не хватило. Особенно при том, что защита красно-белых допускала много промахов внизу. 90 минута. Героем встречи можно назвать Витцеля - оба его гола сыграли решающую роль в победе ""Зенита"". 90 минута. Всем спасибо за внимание, отличный футбол получился, почаще бы так! Пока! 90 минута. По владению мячом 55% на 45% в пользу ""Спартака"". По ударам 12 - 11 - впереди гости. А по ударам в створ 5 - 4 в пользу москвичей. Все четыре удара ""Зенита"" в створ стали голами.",«Спартак» – «Зенит» – 2:4. Эменике поставил точку в матче & Сегодня в рамках 5-го тура чемпионата России «Спартак» на «Открытие Арене» разгромил «Зенит» (4:2). Sports.ru проводил онлайн-трансляцию матча «Спартак» – «Зенит». Таблица премьер-лиги Статистика премьер-лиги,"0 минута. Привет всем, кто любит российский футбол! Сегодня нам с вами предстоит следить за центральной встречей 18-го тура премьер-лиги. ""Спартак"" в ""Лужниках"" принимает ""Зенит""! 21 минута. гол!!! Хааааалк!!! 0:1!! Дикань не справился с мощным выстрелом бразильца - его дезориентировал небольшой рикошет от ноги защитника. И мяч от рук кипера предательски заполз за линию ворот. 41 минута. гол!!! Витцель!!! 1:2!! Шикарный дальний удар низом удался бельгийцу! Никто не встретил бельгийца, и тот воспользовался ситуацией и положил мяч в самый угол. Первый гол Акселя за ""Зенит"". 82 минута. гол!!! Эменике!! 2:4! Очень точно и несильно подрезал в дальний угол головой при полном попустительстве обороны ""Зенита"". Красивый гол. 90 минута. И все. Бесславно для ""Спартака"" заканчивается этот матч. 2:4 и два удаления.",«Спартак» – «Зенит» – 2:4. Эменике поставил точку в матче & Сегодня в рамках 18-го тура чемпионата России «Спартак» на «Лужниках» уступил «Зениту» (2:4). Sports.ru проводил онлайн-трансляцию этого матча. Таблица премьер-лиги Статистика премьер-лиги
802463,153727866,НХЛ,Питтсбург,Ванкувер,НХЛ. «Питтсбург» – «Ванкувер» – 4:3 Б. Хозяева победили благодаря буллиту Малкина,Сегодня в регулярном чемпионате НХЛ «Питтсбург» одолел «Ванкувер» в серии буллитов (4:3 Б). Sports.ru провел онлайн-трансляцию этого матча . Примечание: время начала матча – московское. Таблица НХЛ Статистика НХЛ,"13 минута. Энгелланд против Сестито! Бойцы обмениваются сериями по очереди. Кажется, у обоих удары проходили. В концовке Сестито предпочел завалить оппонента на лед, ибо получил пару раз. 14 минута. ЭДЛЕР - 0:1!!! 2-й гол в чемпионате! Вратари чудят на всех континентах. Щелчок из средней зоны вратарь ""Питтсбурга"" выронил. В свои ворота, конечно же, куда еще. 16 минута. КРОСБИ - 1:1!!! 7-й гол в чемпионате! Очень злой был щелчок Дюпуи в контратаке, напоминал выстрел Эдлера. Типа, нате вам в обратку! А Кросби со своей излюбленной точки, стоя в метре справа у ворот, добивает. Эдлер вел себя очень пассивно - прижался к Луо, и ворота не закрывал, и Кросби не помешал. 29 минута. КУНИЦ - 2:1!!! 4-й гол в чемпионате! Блестящий розыгрыш, пас Малкина из-за ворот идеален, Куницу остается забить в пустой угол! Кросби набирает второе очко. 33 минута. РИЧАРДСОН - 2:2!!! 3-й гол в чемпионате! Красавец Уайс, нечего сказать! Устоял после силового приема на левом краю, сохранил шайбу и передал ее на дальнюю штангу. Ричардсону нужно было только попасть. 53 минута. КЭССИАН - 2:3!!! 1-й гол в чемпионате! Ловко тафгай на пятаке срезал дальний бросок защитника! 54 минута. МЯЯТТЯ - 3:3!!! 1-й гол финна в НХЛ! После броска Куница с левого края добивает шайбу с пятачка, буквально вбивая ее в ворота вместе со щитками Луонго!",«Питтсбург» – «Ванкувер» – 3:3. Мяяття установил окончательный счет в матче & Сегодня в рамках регулярного чемпионата НХЛ «Питтсбург» уступил «Ванкуверу» (3:3). Sports.ru провел онлайн-трансляцию матча «Питтсбург» – «Ванкувер». Таблица НХЛ Статистика НХЛ,"13 минута. Энгелланд против Сестито! Бойцы обмениваются сериями по очереди. Кажется, у обоих удары проходили. В концовке Сестито предпочел завалить оппонента на лед, ибо получил пару раз. 14 минута. ЭДЛЕР - 0:1!!! 2-й гол в чемпионате! Вратари чудят на всех континентах. Щелчок из средней зоны вратарь ""Питтсбурга"" выронил. В свои ворота, конечно же, куда еще. 16 минута. КРОСБИ - 1:1!!! 7-й гол в чемпионате! Очень злой был щелчок Дюпуи в контратаке, напоминал выстрел Эдлера. Типа, нате вам в обратку! А Кросби со своей излюбленной точки, стоя в метре справа у ворот, добивает. Эдлер вел себя очень пассивно - прижался к Луо, и ворота не закрывал, и Кросби не помешал. 29 минута. КУНИЦ - 2:1!!! 4-й гол в чемпионате! Блестящий розыгрыш, пас Малкина из-за ворот идеален, Куницу остается забить в пустой угол! Кросби набирает второе очко. 33 минута. РИЧАРДСОН - 2:2!!! 3-й гол в чемпионате! Красавец Уайс, нечего сказать! Устоял после силового приема на левом краю, сохранил шайбу и передал ее на дальнюю штангу. Ричардсону нужно было только попасть. 53 минута. КЭССИАН - 2:3!!! 1-й гол в чемпионате! Ловко тафгай на пятаке срезал дальний бросок защитника! 54 минута. МЯЯТТЯ - 3:3!!! 1-й гол финна в НХЛ! После броска Куница с левого края добивает шайбу с пятачка, буквально вбивая ее в ворота вместе со щитками Луонго! 54 минута. У Куница и Кросби по 3 (1+2) очка. Предлагаю заранее отдать им звания MVP и лучшего форварда оборонительного типа. 55 минута. Малкин атакует метров с восьми после оставления партнера, Луонго видит бросок! 56 минута. Биекса уже сделал 3 голевые передачи сегодня, рвется снова к успеху. Бросает от синей линии. 57 минута. 3 с небольшим минуты остается основного времени, вбрасывание у ворот Луонго. 58 минута. Кросби щелкает со входа в зону, мимо! Но неприятен отскок от лицевого борта. 59 минута. Танев подрубил клюшкой Саттера, выходившего 1 в 0! 59 минута. Буллит! 59 минута. Луонго! Спокойно так забирает в ловушку бросок в упор. Саттер - это вам не Линус Умарк. 60 минута. Малкин с левого крыла с разворота бросал, шайба пришла к Луонго. 60 минута. Последняя попытка забить была от ""Ванкувера"", ""Питтсбургу"" не хватило времени на ответ. 60 минута. 3:3 по броскам в створ! Достойное сражение двух гигантов НХЛ, которые, возможно, далеко пройдут в плей-офф. 61 минута. ОВЕРТАЙМ! 4 на 4. 63 минута. Надо же как, братья Седины в офсайд залезли. Это редкость для них. 63 минута. Седины в ситуации 4 на 4 все равно что в большинстве. Но ""Питтсбургу"" удается с ними совладать, завалив одного из братьев за своими воротами. 64 минута. Обмен дальними щелчками: Дюпуи - Хэмьюс. Малкин передачи от партнера не дождался. 65 минута. Кросби бросает с левого края с неудобной руки - мимо! Похоже, теперь все. 65 минута. СЕРИЯ ПОСЛЕМАТЧЕВЫХ БРОСКОВ! 65 минута. В третьем периоде уже стало заметно, как силы покидают команды. И прокатов, неоправданных потерь, игры ""на отбой"" стало больше. 65 минута. Сейчас ледозаливочная тачка подготовит рабочее пространство, и мы узнаем имя хладнокровного победителя. 65 минута. Йокинен... промах! 65 минута. Санторелли... в Флери! 65 минута. Кросби что-то смутился. Намудрил. 65 минута. Эдлер... сблизился с Флери, но бросил легко для вратаря! 65 минута. Малкин 1-0! Загнал бэкхендом шайбу в ближний угол! Именно загнал, как бильярдный шар. Чтоб уже обратно не вылез. 65 минута. Кеслер... попытался обмануть Флери, но заготовка явно плохо оттренирована. Все! 65 минута. 4:3 - победа ""Питтсбурга"" по буллитам! Это был вечер хоккея с большим IQ. По одной такой игре сразу можно судить об уровне лучших команд НХЛ. 65 минута. Всего вам доброго, спасибо за чтение и до новых встреч на наших онлайнах!",«Питтсбург» – «Ванкувер» – 3:3. Мяяття забросил победную шайбу & Сегодня в регулярном чемпионате НХЛ «Питтсбург» победил «Ванкувер» (3:3). Sports.ru провел онлайн-трансляцию матча «Питтсбург» – «Ванкувер». Таблица НХЛ Статистика НХЛ,"14 минута. ЭДЛЕР - 0:1!!! 2-й гол в чемпионате! Вратари чудят на всех континентах. Щелчок из средней зоны вратарь ""Питтсбурга"" выронил. В свои ворота, конечно же, куда еще. 16 минута. КРОСБИ - 1:1!!! 7-й гол в чемпионате! Очень злой был щелчок Дюпуи в контратаке, напоминал выстрел Эдлера. Типа, нате вам в обратку! А Кросби со своей излюбленной точки, стоя в метре справа у ворот, добивает. Эдлер вел себя очень пассивно - прижался к Луо, и ворота не закрывал, и Кросби не помешал. 33 минута. РИЧАРДСОН - 2:2!!! 3-й гол в чемпионате! Красавец Уайс, нечего сказать! Устоял после силового приема на левом краю, сохранил шайбу и передал ее на дальнюю штангу. Ричардсону нужно было только попасть. 54 минута. МЯЯТТЯ - 3:3!!! 1-й гол финна в НХЛ! После броска Куница с левого края добивает шайбу с пятачка, буквально вбивая ее в ворота вместе со щитками Луонго! 65 минута. 4:3 - победа ""Питтсбурга"" по буллитам! Это был вечер хоккея с большим IQ. По одной такой игре сразу можно судить об уровне лучших команд НХЛ.",«Питтсбург» – «Ванкувер» – 4:3. Куница установил окончательный счет в матче & Сегодня в рамках регулярного чемпионата НХЛ «Питтсбург» обыграл «Ванкувер» (4:3). Sports.ru провел онлайн-трансляцию матча «Питтсбург» – «Ванкувер». Таблица НХЛ Статистика НХЛ
482001,149113517,Россия. Премьер-лига,Анжи,Локомотив,«Анжи» завоевал бронзу чемпионата России-2012/13,"«Анжи» на своем поле одержал волевую победу над «Локомотивом» (2:1) в матче 29-го тура премьер-лиги. Таким образом, махачкалинский клуб завоевал бронзовые медали чемпионата России-2012/13. Подробную статистику выступлений «Анжи» смотрите здесь . Sports.ru провел онлайн-трансляцию матча «Анжи» – «Локомотив» . Подробная статистика чемпионата России","18 минута. А после этого Торбинский еще и ударил Даирра по ногам и схватил карточку. 29 минута. Денисову пришлось ставить корпус Виллиану после того, как тот пробросил мяч мимо него. 34 минута. гол!!! Самедов! Вот это удар! 0:1! Вывели Александра на свободное пространство, тот не стал ждать, пока его настигнут защитники, и так бабахнул, что мама не горюй! В верхний угол, да еще от штанги! 40 минута. гол!! 1:1! Эх, Чорлука. Крешич уже вышел на перехват прострела, не самого опасного, кстати, но тут вмешался Ведран и не нашел ничего лучше, чем в подкате срезать мяч в угол своих же ворот. 53 минута. Безбородов невольно помог ""Анжи"" отобрать мяч и начать атаку. Виллиан улетел по флангу, Тарасов сыграл ему в плечо и получил карточку. 53 минута. Еще одна карточка Чорлуке за разговоры. 69 минута. Павлюченко и Обинна выходят вместо Ндойе и Самедова. 73 минута. гол!! Это'Ооооо! 2:1! Все-таки смогли хозяева воплотить в гол угловой! Жусилей прекрасно выиграл воздух, скинул на штангу камерунцу, и тот вкллотил мяч в пустой угол! Янбаев сделал два шага вперед и оставил угол пустым. А вот Денисов на своей штанге остался, и Это'О избежал таким образом офсайда. 90 минута. Олег Шатов выходит на поле. Вместо Виллиана.",«Анжи» – «Локомотив» – 2:1. Гол Это’О принес победу хозяевам & Сегодня в рамках 21-го тура российской премьер-лиги в Махачкале на стадионе «Анжи-Арена» «Анжи» обыграл «Локомотив» (2:1). Sports.ru проводил онлайн-трансляцию этого матча. Таблица премьер-лиги Статистика премьер-лиги,"18 минута. А после этого Торбинский еще и ударил Даирра по ногам и схватил карточку. 29 минута. Денисову пришлось ставить корпус Виллиану после того, как тот пробросил мяч мимо него. 34 минута. гол!!! Самедов! Вот это удар! 0:1! Вывели Александра на свободное пространство, тот не стал ждать, пока его настигнут защитники, и так бабахнул, что мама не горюй! В верхний угол, да еще от штанги! 40 минута. гол!! 1:1! Эх, Чорлука. Крешич уже вышел на перехват прострела, не самого опасного, кстати, но тут вмешался Ведран и не нашел ничего лучше, чем в подкате срезать мяч в угол своих же ворот. 53 минута. Безбородов невольно помог ""Анжи"" отобрать мяч и начать атаку. Виллиан улетел по флангу, Тарасов сыграл ему в плечо и получил карточку. 53 минута. Еще одна карточка Чорлуке за разговоры. 69 минута. Павлюченко и Обинна выходят вместо Ндойе и Самедова. 73 минута. гол!! Это'Ооооо! 2:1! Все-таки смогли хозяева воплотить в гол угловой! Жусилей прекрасно выиграл воздух, скинул на штангу камерунцу, и тот вкллотил мяч в пустой угол! Янбаев сделал два шага вперед и оставил угол пустым. А вот Денисов на своей штанге остался, и Это'О избежал таким образом офсайда. 90 минута. Олег Шатов выходит на поле. Вместо Виллиана. 90 минута. Конкретно в этом матче все по делу. Не сказать, что ""Анжи"" играл прямо здорово, наоборот, игра-то не особенно давалась. Но они бились за победу, давили, как могли, и вырвали нужный результат. А ""Локомотиву"" не хватило воли к победе. Комбинационная игра у них была на более высоком уровне, чем у соперника, и при должном упорстве они вполне могли бы забить больше, чем один мяч. 90 минута. По владению мячом 57% на 43%. По ударам 7 (3) - 6 (2) в пользу гостей. 90 минута. Максимум, что теперь светит ""Локо"" - девятое место. А ""Спартак"", ""Динамо"", ""Рубин"", ""Кубань"" и ""Терек"" побьются в последнем туре за три путевки в Лигу Европы. 90 минута. На этом все, друзья. Спасибо за внимание и до скорого. Всем удачи!",«Анжи» – «Локомотив» – 2:1. Это’О забил победный гол & Сегодня в рамках 9-го тура российской премьер-лиги в Махачкале на стадионе «Анжи-Арена» «Анжи» обыграл «Локомотив» (2:1). Sports.ru проводил онлайн-трансляцию этого матча. Таблица премьер-лиги Статистика премьер-лиги,"0 минута. Всем привет, друзья! Сегодня мы с вами последим за тем, как ""Анжи"" будет подтверждать свои притязания на третье место в премьер-лиге в матче с московским ""Локомотивом"". 40 минута. гол!! 1:1! Эх, Чорлука. Крешич уже вышел на перехват прострела, не самого опасного, кстати, но тут вмешался Ведран и не нашел ничего лучше, чем в подкате срезать мяч в угол своих же ворот. 73 минута. гол!! Это'Ооооо! 2:1! Все-таки смогли хозяева воплотить в гол угловой! Жусилей прекрасно выиграл воздух, скинул на штангу камерунцу, и тот вкллотил мяч в пустой угол! Янбаев сделал два шага вперед и оставил угол пустым. А вот Денисов на своей штанге остался, и Это'О избежал таким образом офсайда. 90 минута. И звучит финальный свисток! ""Анжи"" завоевывает третье место чемпионата России!",«Анжи» – «Локомотив» – 2:1. Это’О забил победный гол & Сегодня в рамках 3-го тура российской премьер-лиги в Махачкале на стадионе «Анжи-Арена» «Анжи» обыграл «Локомотив» (2:1). Sports.ru провел онлайн-трансляцию матча «Анжи» – «Локомотив». Таблица премьер-лиги Статистика премьер-лиги
980285,1029200453,Италия. Серия А,Интер,Рома,«Интер» – «Рома». Миланцы обыграли римлян впервые с 2011 года,"«Интер» на своем поле победил «Рому» в матче 32-го тура чемпионата Италии (2:1). Таким образом, миланцы обыграли римлян впервые за четыре года. Последняя победа «Интера» над «Ромой» была зафиксирована 19 апреля 2011 года (1:0). «Интер» – «Рома» – 2:1. Как это было","15 минута. гол! Иногда все, что нужно - первый удар в створ. Эрнанес бьет очень точно, с разворота, метров с 20-ти с небольшим. 1:0. 19 минута. Карточка Паласио, который, как в своих лучших матчах, много работает на команду. Был голевой пас, теперь вот - срыв потенциально опасной атаки соперника. 22 минута. Орсато пробует остудить игру карточками. Янга-Мбива получает свою после стыка с Раноккия. 52 минута. Тотти заменил Сейду, да не тот. Кейта на поле, Думбия продолжает разминаться. 54 минута. Брозович прыгнул двумя ногами в левую ногу Холебасу. Судья с бОльшим воображением, мог бы показать и красную карточку. Но здесь и сейчас - предупреждение. 63 минута. гол! Просто к слову пришлось - а тем временем Пьянич сместился слева в центр, перевел мяч низом под удар Наинголану - и тот пробил под ногу защитнику в противоход Хандановичу. 67 минута. Дисциплинарная карточка Раноккии. Фолил-то не он. А! Потому и карточка все же Жезусу. Арбитр махнул в сторону сразу нескольких игроков. 71 минута. Замена в балканских границах: Брозович меняется на Ковачича. 73 минута. А так мы опытным путем выясняем, что дисциплинарная карточка была не Раноккии - вот сейчас капитан ""Интера"" предупрежден за жесткий подкат. 76 минута. Ньюкури цинично наступает на ногу Ибарбо, не пуская того в прорыв. Все-таки, фолит ""Интер"" грамотно. Каждый по одному разу. 77 минута. Руди Гарсия пользуется паузой для новой замены: Итурбе меняет Пьянича. 78 минута. Два героя FIFA на Playstation меняют один другого: Шакири на Гуарина. 86 минута. А в образовавшейся паузе Подольски меняет Ньюкури. 88 минута. гол! Икарди, загубивший сегодня множество шансов, в решающий момент был клинически точен. Отличный скрытый пас Подольски, и сильный удар под руку вратарю. 2:1. 89 минута. И только теперь Думбия меняет де Росси. 93 минута. ""Рома"" тратит драгоценные минуты в спорах и в попытках вытолкать Шакири с мячом от углового флага. Наинголан успевает схватить карточку. 94 минута. И Ханданович успевает получить свою гроссмейстерскую карточку за затяжку времени.",«Интер» – «Рома» – 1:0. Голы Эрнанеса и Икарди принесли победу хозяевам & Сегодня «Интер» обыграл «Рому» (1:0). Sports.ru проводил онлайн-трансляцию матча «Интер» – «Рома». Таблица чемпионата Италии Статистика чемпионата Италии,"15 минута. гол! Иногда все, что нужно - первый удар в створ. Эрнанес бьет очень точно, с разворота, метров с 20-ти с небольшим. 1:0. 19 минута. Карточка Паласио, который, как в своих лучших матчах, много работает на команду. Был голевой пас, теперь вот - срыв потенциально опасной атаки соперника. 22 минута. Орсато пробует остудить игру карточками. Янга-Мбива получает свою после стыка с Раноккия. 52 минута. Тотти заменил Сейду, да не тот. Кейта на поле, Думбия продолжает разминаться. 54 минута. Брозович прыгнул двумя ногами в левую ногу Холебасу. Судья с бОльшим воображением, мог бы показать и красную карточку. Но здесь и сейчас - предупреждение. 63 минута. гол! Просто к слову пришлось - а тем временем Пьянич сместился слева в центр, перевел мяч низом под удар Наинголану - и тот пробил под ногу защитнику в противоход Хандановичу. 67 минута. Дисциплинарная карточка Раноккии. Фолил-то не он. А! Потому и карточка все же Жезусу. Арбитр махнул в сторону сразу нескольких игроков. 71 минута. Замена в балканских границах: Брозович меняется на Ковачича. 73 минута. А так мы опытным путем выясняем, что дисциплинарная карточка была не Раноккии - вот сейчас капитан ""Интера"" предупрежден за жесткий подкат. 76 минута. Ньюкури цинично наступает на ногу Ибарбо, не пуская того в прорыв. Все-таки, фолит ""Интер"" грамотно. Каждый по одному разу. 77 минута. Руди Гарсия пользуется паузой для новой замены: Итурбе меняет Пьянича. 78 минута. Два героя FIFA на Playstation меняют один другого: Шакири на Гуарина. 86 минута. А в образовавшейся паузе Подольски меняет Ньюкури. 88 минута. гол! Икарди, загубивший сегодня множество шансов, в решающий момент был клинически точен. Отличный скрытый пас Подольски, и сильный удар под руку вратарю. 2:1. 89 минута. И только теперь Думбия меняет де Росси. 93 минута. ""Рома"" тратит драгоценные минуты в спорах и в попытках вытолкать Шакири с мячом от углового флага. Наинголан успевает схватить карточку. 94 минута. И Ханданович успевает получить свою гроссмейстерскую карточку за затяжку времени. 94 минута. ВСЕ. Игра останавливается через мгновение после того, как Холебас в подкате лишает Подольски возможного третьего гола. 95 минута. А вы помнили, что Эрнанес, оказывается, еще и Андерсон? 95 минута.  95 минута. Все развитие событий - в грядущем итальянском туре. Всем спасибо за внимание. Доброй ночи и удачи.",«Интер» – «Рома» – 1:0. Эрнанес забил победный гол в матче & Сегодня «Интер» на «Сан-Сиро» обыграл «Рому» (1:0). Sports.ru проводил онлайн-трансляцию матча «Интер» – «Рома». Таблица серии А Статистика серии А,"0 минута. Всем привет. Открытой интригой в постепенно затихающем чемпионате Италии остается вопрос, кто финиширует выше - ""Рома"" или ""Лацио""? Наверное, при должном интересе к предмету, тоже самое можно сформулировать и в отношении ""Интера"" и ""Милана"". 88 минута. гол! Икарди, загубивший сегодня множество шансов, в решающий момент был клинически точен. Отличный скрытый пас Подольски, и сильный удар под руку вратарю. 2:1. 94 минута. ВСЕ. Игра останавливается через мгновение после того, как Холебас в подкате лишает Подольски возможного третьего гола. 95 минута. Все развитие событий - в грядущем итальянском туре. Всем спасибо за внимание. Доброй ночи и удачи.",«Интер» – «Рома» – 2:1. Подольски забил победный гол & Сегодня в матче 27-го тура чемпионата Италии «Интер» победил «Рому» (2:1). Sports.ru провел онлайн-трансляцию матча «Интер» – «Рома». Таблица чемпионата Италии Статистика чемпионата Италии
